school,major,degree,post_grad_earnings
University of Wisconsin-Stout,"Engineering Technology, General.",Bachelor's Degree,75630.0
University of Wisconsin-Madison,Food Science and Technology.,Bachelor's Degree,74120.0
University of Wisconsin-Madison,"Computer and Information Sciences, General.",Bachelor's Degree,118588.0
University of Wisconsin-Madison,Computer Engineering.,Bachelor's Degree,145337.0
University of Wisconsin-Madison,Biotechnology.,Master's Degree,110281.0
University of Wisconsin-Milwaukee,Information Science/Studies.,Bachelor's Degree,71313.0
University of Wisconsin-Milwaukee,Computer Science.,Bachelor's Degree,90407.0
University of Wisconsin-Milwaukee,Medical Illustration and Informatics.,Undergraduate Certificate or Diploma,75295.0
University of Wisconsin-Milwaukee,Management Information Systems and Services.,Bachelor's Degree,83079.0
University of Wisconsin-Platteville,"Computer and Information Sciences, General.",Bachelor's Degree,91450.0
University of Wisconsin-Platteville,Computer Engineering.,Bachelor's Degree,98479.0
University of Wisconsin-Platteville,Security Science and Technology.,Bachelor's Degree,50211.0
University of Wisconsin-River Falls,Computer Systems Analysis.,Bachelor's Degree,85427.0
University of Wisconsin-Stevens Point,"Computer and Information Sciences, General.",Bachelor's Degree,82489.0
University of Wisconsin-Stevens Point,Computer Software and Media Applications.,Bachelor's Degree,66280.0
Western Wyoming Community College,Electrical/Electronics Maintenance and Repair Technology.,Associate's Degree,100663.0
University of Wyoming,Computer Science.,Bachelor's Degree,85562.0
American University of Puerto Rico,"Computer and Information Sciences, General.",Bachelor's Degree,27619.0
American University of Puerto Rico,"Computer and Information Sciences, General.",Bachelor's Degree,27619.0
Atlantic University,Computer Software and Media Applications.,Bachelor's Degree,22205.0
Pontifical Catholic University of Puerto Rico-Ponce,Biotechnology.,Master's Degree,49021.0
Pontifical Catholic University of Puerto Rico-Ponce,Management Information Systems and Services.,Bachelor's Degree,31520.0
Universidad Ana G. Mendez-Cupey Campus,Electrical/Electronics Maintenance and Repair Technology.,Associate's Degree,19602.0
Universidad Ana G. Mendez-Cupey Campus,Management Information Systems and Services.,Bachelor's Degree,34726.0
EDP University of Puerto Rico Inc-San Sebastian,Computer Systems Networking and Telecommunications.,Bachelor's Degree,42448.0
Huertas College,Electrical/Electronics Maintenance and Repair Technology.,Undergraduate Certificate or Diploma,17680.0
Instituto de Banca y Comercio Inc,Computer/Information Technology Administration and Management.,Undergraduate Certificate or Diploma,20086.0
Instituto de Banca y Comercio Inc,Electrical/Electronics Maintenance and Repair Technology.,Undergraduate Certificate or Diploma,21561.0
Inter American University of Puerto Rico-San German,Computer Science.,Bachelor's Degree,41671.0
Inter American University of Puerto Rico-Aguadilla,Security Science and Technology.,Bachelor's Degree,25773.0
Inter American University of Puerto Rico-Arecibo,Computer Science.,Bachelor's Degree,33123.0
Inter American University of Puerto Rico-Ponce,Computer Science.,Bachelor's Degree,32348.0
Inter American University of Puerto Rico-Ponce,Computer Systems Networking and Telecommunications.,Bachelor's Degree,33119.0
Inter American University of Puerto Rico-Ponce,Security Science and Technology.,Bachelor's Degree,23659.0
Inter American University of Puerto Rico-Fajardo,Computer Systems Networking and Telecommunications.,Bachelor's Degree,26466.0
Inter American University of Puerto Rico-Guayama,Biotechnology.,Bachelor's Degree,44522.0
Inter American University of Puerto Rico-Bayamon,Communications Technology/Technician.,Bachelor's Degree,24629.0
Inter American University of Puerto Rico-Bayamon,Computer Systems Networking and Telecommunications.,Bachelor's Degree,34033.0
Inter American University of Puerto Rico-Bayamon,Computer Engineering Technologies/Technicians.,Bachelor's Degree,59501.0
Inter American University of Puerto Rico-Bayamon,Security Science and Technology.,Bachelor's Degree,23392.0
NUC University,Computer Programming.,Bachelor's Degree,39908.0
NUC University,Computer Systems Networking and Telecommunications.,Bachelor's Degree,32153.0
NUC University,Computer/Information Technology Administration and Management.,Undergraduate Certificate or Diploma,10267.0
NUC University,"Computer and Information Sciences and Support Services, Other.",Associate's Degree,42315.0
NUC University,Electrical/Electronics Maintenance and Repair Technology.,Undergraduate Certificate or Diploma,19527.0
NUC University,"Heating, Air Conditioning, Ventilation and Refrigeration Maintenance Technology/Technician (HAC, HACR, HVAC, HVACR).",Undergraduate Certificate or Diploma,42697.0
University of Puerto Rico-Aguadilla,Management Information Systems and Services.,Bachelor's Degree,32200.0
University of Puerto Rico-Arecibo,"Computer and Information Sciences, General.",Bachelor's Degree,44696.0
University of Puerto Rico-Mayaguez,Computer Engineering.,Bachelor's Degree,95065.0
University of Puerto Rico-Mayaguez,Biotechnology.,Bachelor's Degree,67574.0
University of Puerto Rico-Mayaguez,Management Information Systems and Services.,Bachelor's Degree,48246.0
University of Puerto Rico-Rio Piedras,Management Information Systems and Services.,Bachelor's Degree,53046.0
Universidad Ana G. Mendez-Carolina Campus,Computer Software and Media Applications.,Undergraduate Certificate or Diploma,15469.0
Universidad Ana G. Mendez-Carolina Campus,Management Information Systems and Services.,Bachelor's Degree,29495.0
Universidad Ana G. Mendez-Carolina Campus,Management Information Systems and Services.,Master's Degree,36917.0
Universidad Politecnica de Puerto Rico,Computer Engineering.,Bachelor's Degree,60492.0
Universidad Ana G. Mendez-Gurabo Campus,"Computer and Information Sciences, General.",Bachelor's Degree,32786.0
Universidad Ana G. Mendez-Gurabo Campus,Computer Engineering.,Bachelor's Degree,55057.0
Universidad Ana G. Mendez-Gurabo Campus,Computer Engineering Technologies/Technicians.,Associate's Degree,30765.0
Universidad Ana G. Mendez-Gurabo Campus,Security Science and Technology.,Master's Degree,28951.0
Universidad Ana G. Mendez-Gurabo Campus,Management Information Systems and Services.,Bachelor's Degree,24742.0
Stanford University,Computer Science.,Bachelor's Degree,247797.0
Stanford University,Computer Science.,Master's Degree,331747.0
Stanford University,"Science, Technology and Society.",Bachelor's Degree,92295.0
Purdue University-Main Campus,"Computer and Information Sciences, General.",Bachelor's Degree,94597.0
Purdue University-Main Campus,Computer Science.,Bachelor's Degree,149545.0
Purdue University-Main Campus,Computer Software and Media Applications.,Bachelor's Degree,54013.0
Purdue University-Main Campus,Computer Engineering.,Bachelor's Degree,118081.0
Purdue University-Main Campus,"Engineering Technology, General.",Bachelor's Degree,78134.0
EDP University of Puerto Rico Inc-San Juan,Computer Systems Networking and Telecommunications.,Bachelor's Degree,42448.0
EDP University of Puerto Rico Inc-San Juan,Computer/Information Technology Administration and Management.,Master's Degree,38969.0
Georgia Piedmont Technical College,Computer/Information Technology Administration and Management.,Associate's Degree,47694.0
Georgia Piedmont Technical College,"Heating, Air Conditioning, Ventilation and Refrigeration Maintenance Technology/Technician (HAC, HACR, HVAC, HVACR).",Undergraduate Certificate or Diploma,49868.0
Georgia Piedmont Technical College,"Heating, Air Conditioning, Ventilation and Refrigeration Maintenance Technology/Technician (HAC, HACR, HVAC, HVACR).",Associate's Degree,62233.0
ETI School of Skilled Trades,"Heating, Air Conditioning, Ventilation and Refrigeration Maintenance Technology/Technician (HAC, HACR, HVAC, HVACR).",Undergraduate Certificate or Diploma,48180.0
Mid-America Christian University,Management Information Systems and Services.,Bachelor's Degree,83679.0
Miller-Motte College-Tulsa,Computer/Information Technology Administration and Management.,Associate's Degree,51570.0
Dorsey College-Wayne,"Heating, Air Conditioning, Ventilation and Refrigeration Maintenance Technology/Technician (HAC, HACR, HVAC, HVACR).",Undergraduate Certificate or Diploma,42330.0
Collin County Community College District,Computer/Information Technology Administration and Management.,Associate's Degree,66956.0
Tennessee College of Applied Technology Nashville,"Heating, Air Conditioning, Ventilation and Refrigeration Maintenance Technology/Technician (HAC, HACR, HVAC, HVACR).",Undergraduate Certificate or Diploma,52231.0
ECPI University,"Computer and Information Sciences, General.",Bachelor's Degree,67368.0
ECPI University,"Computer and Information Sciences, General.",Master's Degree,84614.0
ECPI University,Computer Programming.,Associate's Degree,60401.0
ECPI University,Computer Programming.,Bachelor's Degree,76225.0
ECPI University,Computer/Information Technology Administration and Management.,Associate's Degree,58797.0
ECPI University,Computer/Information Technology Administration and Management.,Bachelor's Degree,65913.0
ECPI University,Computer Engineering Technologies/Technicians.,Associate's Degree,58895.0
ECPI University,Computer Engineering Technologies/Technicians.,Bachelor's Degree,73885.0
ECPI University,Management Information Systems and Services.,Bachelor's Degree,68521.0
